id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
4,320.635,279.157,331.455,320.739,273.619,286.063,285.464,329.567
1,654.837,327.501,616.579,338.431,646.597,276.606,605.404,285.13
3,388.222,310.228,347.415,317.803,378.75,270.359,336.588,276.306
0,706.486,244.647,664.816,251.897,696.521,185.599,652.485,189.46
2,440.94,211.956,400.546,215.545,431.702,170.423,390.575,172.033
