id,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z
4,2.06156,1.62103,0.755773,-0.479814,-0.0838719,0.85832
1,0.293688,2.41032,0.119129,-0.0195196,-0.0651085,0.71352
3,0.292178,2.39536,0.0939024,-0.41538,-0.102783,0.90915
0,0.299415,2.41966,0.0938478,0.031732,-0.144749,0.617786
2,0.287746,2.41746,0.0890051,-0.329723,-0.243963,0.874348
