0.210     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.300     0     1     0     5     0     1
0.300     0     5     0     5     0     1
0.300     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     1     0     5     0     1
0.300     0     5     0     5     0     1
0.300     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     1     0     5     0     1
0.300     0     5     0     5     0     1
0.300     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     1     0     5     0     1
0.300     0     5     0     5     0     1
0.300     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     1     0     5     0     1
0.300     0     5     0     5     0     1
0.300     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     1     0     5     0     1
0.300     0     5     0     5     0     1
0.300     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     1     0     5     0     1
0.300     0     5     0     5     0     1
0.300     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     1     0     5     0     1
0.300     0     5     0     5     0     1
0.300     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     1     0     5     0     1
0.300     0     5     0     5     0     1
0.300     3     0     5     0     0     1
0.300     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     1     0     5     0     1
