 0.210     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     1     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     3     0     0     0     0     1
 0.300     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
