0.090     0     1     0     5     0     1
0.150     1     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     1     0     5     0     0     1
0.300     0     1     0     5     0     1
0.300     1     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     1     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     1     0     5     0     0     1
0.150     8     0     5     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     8     0     5     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     8     0     5     0     1     1
0.090     0     1     0     5     0     1
0.150     1     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     1     0     5     0     0     1
0.300     0     1     0     5     0     1
0.300     1     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     1     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     1     0     5     0     0     1
0.150     8     0     5     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     8     0     5     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     0     0     0     0     1     1
0.600     0     1     0     5     0     1
0.300     0     0     0     0     1     1
0.300     8     0     5     0     1     1
