id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
4,299.545,232.449,318.384,273.647,253.341,245.191,274.014,288.001
3,373.637,256.145,333.646,268.666,356.693,216.399,314.9,227.952
1,643.407,232.082,606.366,247.171,627.591,180.545,587.207,193.762
2,409.211,146.55,368.46,155.361,392.156,103.425,349.845,110.359
0,684.355,135.522,642.596,147.689,665.962,74.3727,621.459,83.3323
