id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
1,639.146,520.082,597.926,523.222,644.245,466.337,602.069,467.604
0,709.58,459.058,666.782,457.983,714.135,400.932,671.273,396.289
3,387.85,420.368,346.033,417.909,392.613,380.196,350.92,376.06
4,335.014,374.87,329.718,417.267,288.046,370.431,282.452,414.255
2,469.198,344.029,430.523,337.848,473.985,304.394,435.659,296.701
