0.050     0     5     0     5     0     1
0.150     3     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     0     5     0     5     0     1
0.150     4     5     5     5     0     1
0.150     3     5     5     5     0     1
0.150     0     0     0     0     1     1
0.150     5     1     5     5     0     1
0.150     5     0     5     0     0     1
0.150     0     4     0     5     0     1
0.300     5     1     5     5     0     1
0.150     0     4     0     5     0     1
0.150     3     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     0     5     0     5     0     1
0.150     3     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     3     5     5     5     0     1
0.150     0     1     0     5     0     1
0.150     0     5     0     5     0     1
0.150     3     4     5     5     0     1
0.150     3     5     5     5     0     1
0.150     5     1     5     5     0     1
0.150     5     0     5     0     0     1
0.150     0     4     0     5     0     1
0.300     5     1     5     5     0     1
0.150     0     4     0     5     0     1
0.150     3     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     0     5     0     5     0     1
0.150     3     0     5     0     0     1
0.150     0     1     0     5     0     1
0.150     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     5     0     5     0     1
0.150     0     0     0     0     1     1
0.150     0     5     0     5     0     1
0.150     5     1     5     5     0     1
0.150     5     0     5     0     0     1
0.150     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     5     1     5     5     0     1
0.150     5     0     5     0     0     1
0.150     5     1     5     5     0     1
0.150     5     0     5     0     0     1
0.150     0     5     0     5     1     1
0.150     5     0     5     0     0     1
0.150     5     1     5     5     0     1
0.150     5     0     5     0     0     1
0.150     0     5     0     5     1     1
0.150     5     0     5     0     0     1
0.150     5     1     5     5     0     1
0.150     5     0     5     0     1     1
0.150     5     1     5     5     0     1
0.150     5     0     5     0     0     1
0.150     0     5     0     5     1     1
0.150     5     0     5     0     0     1
0.150     5     1     5     5     0     1
0.150     5     0     5     0     0     1
0.150     0     5     0     5     0     1
0.150     5     0     5     0     0     1
0.150     0     5     0     5     1     1
0.150     5     0     5     0     0     1
0.150     5     1     5     5     1     1
0.150     5     0     5     0     0     1
0.150     0     0     0     0     1     0
0.150     0     5     0     5     0     0
0.150     5     0     5     0     0     0
0.150     0     5     0     5     0     0
0.150     5     1     5     5     0     0
0.150     5     0     5     0     0     0
0.150     0     5     0     5     0     0
0.150     5     0     5     0     0     0
0.150     0     5     0     5     1     0
0.150     5     0     5     0     0     0
0.150     5     1     5     5     0     0
0.150     5     0     5     0     0     0
0.050     5     0     5     0     0     0
