id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
4,285.384,209.393,308.39,250.285,239.652,225.225,265.101,267.486
3,362.494,229.072,323.321,244.365,341.707,189.5,300.447,203.81
1,632.586,183.401,596.319,200.898,613.368,131.563,572.951,147.505
2,388.589,113.635,347.777,125.292,367.069,69.6032,324.32,79.2896
0,667.62,79.42,625.771,93.9269,644.627,16.0814,599.615,27.6173
