0.117     7     3     5     5     1     1
0.300     0     5     0     5     0     1
0.300     3     5     5     5     0     1
0.300     3     5     5     5     0     1
0.150     3     1     5     5     1     0
0.300     3     5     5     5     0     0
0.300     5     1     5     5     0     0
0.300     3     5     5     5     0     0
0.300     0     1     0     5     1     0
0.150     4     5     5     5     0     0
0.300     3     5     5     5     0     0
0.300     3     0     5     0     0     0
0.150     3     5     5     5     0     0
0.300     3     5     5     5     1     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     1     0
0.300     5     0     5     0     0     0
0.150     3     5     5     5     1     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     1     0
0.300     3     5     5     5     1     0
0.300     3     0     5     0     0     0
0.150     3     5     5     5     0     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     1     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     0     0
0.150     5     1     5     5     0     0
0.300     3     5     5     5     1     0
0.300     3     5     5     5     1     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     0     0
0.150     3     5     5     5     0     0
0.300     3     5     5     5     1     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     0     0
0.150     3     0     5     0     0     0
0.150     3     5     5     5     0     0
0.150     3     5     5     5     1     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     0     0
0.300     3     5     5     5     0     0
