id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
4,321.418,280.347,331.811,321.667,274.22,287.042,285.925,330.412
1,655.461,329.861,617.096,340.761,647.088,279.199,605.852,287.368
3,388.629,311.67,347.77,319.115,379.409,271.732,337.419,277.648
0,707.45,247.237,665.274,254.438,697.234,188.412,653.544,192.266
2,441.723,213.703,401.514,217.314,432.816,171.974,391.803,173.573
