id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
4,312.419,257.372,326.609,298.683,265.633,266.788,281.582,310.088
3,382.717,285.083,342.539,294.806,369.863,245.282,328.255,253.718
1,651.466,283.293,613.872,296.168,639.717,232.432,598.796,243.082
2,427.983,181.523,387.578,187.54,415.356,139.44,373.7,143.286
0,698.32,194.502,656.746,203.975,684.57,134.544,640.455,140.775
