0.27	 4
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0.3	 3
0.15	 4
0.15	 3
0.3	 3
0.3	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0.3	 3
0.15	 1
0.15	 4
0	 8
0.3	 3
0	 4
0.3	 6
0.3	 4
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 1
0	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0	 3
0.15	 3
0.15	 4
0.15	 4
0.15	 5
0	 4
0.3	 4
0.15	 4
0.27	 4
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0.3	 3
0.15	 4
0.15	 3
0.3	 3
0.3	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0.3	 3
0.15	 1
0.15	 4
0	 8
0.3	 3
0	 4
0.3	 6
0.3	 4
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 1
0	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0	 3
0.15	 3
0.15	 4
0.15	 4
0.15	 5
0	 4
0.3	 4
0.15	 4
0.27	 4
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0.3	 3
0.15	 4
0.15	 3
0.3	 3
0.3	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0.3	 3
0.15	 1
0.15	 4
0	 8
0.3	 3
0	 4
0.3	 6
0.3	 4
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 1
0	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0	 3
0.15	 3
0.15	 4
0.15	 4
0.15	 5
0	 4
0.3	 4
0.15	 4
0.27	 4
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0.3	 3
0.15	 4
0.15	 3
0.3	 3
0.3	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0.3	 3
0.15	 1
0.15	 4
0	 8
0.3	 3
0	 4
0.3	 6
0.3	 4
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 1
0	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0	 3
0.15	 3
0.15	 4
0.15	 4
0.15	 5
0	 4
0.3	 4
0.15	 4
0.27	 4
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0.3	 3
0.15	 4
0.15	 3
0.3	 3
0.3	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0.3	 3
0.15	 1
0.15	 4
0	 8
0.3	 3
0	 4
0.3	 6
0.3	 4
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 1
0	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0	 3
0.15	 3
0.15	 4
0.15	 4
0.15	 5
0	 4
0.3	 4
0.15	 4
0.27	 4
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0.3	 3
0.15	 4
0.15	 3
0.3	 3
0.3	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0.3	 3
0.15	 1
0.15	 4
0	 8
0.3	 3
0	 4
0.3	 6
0.3	 4
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 1
0	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0	 3
0.15	 3
0.15	 4
0.15	 4
0.15	 5
0	 4
0.3	 4
0.15	 4
0.27	 4
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0.3	 3
0.15	 4
0.15	 3
0.3	 3
0.3	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0.3	 3
0.15	 1
0.15	 4
0	 8
0.3	 3
0	 4
0.3	 6
0.3	 4
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 3
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.3	 1
0	 4
0.3	 5
0	 3
0.3	 3
0.15	 4
0.15	 4
0.6	 5
0	 3
0.15	 3
0.15	 4
0.15	 4
