0.400	1
0.150	8
0.150	3
0.150	8
0.150	3
0.150	3
0.000	4
0.150	1
0.000	8
0.450	3
0.000	4
0.000	4
0.150	3
0.000	4
0.150	4
0.150	8
0.150	3
0.150	8
0.150	3
0.150	11
0.000	4
0.000	6
0.150	4
0.150	3
0.000	4
0.150	1
0.000	8
0.150	5
0.150	5
0.150	6
0.150	8
0.150	8
0.150	3
0.150	11
0.000	4
0.150	3
0.000	8
0.150	3
0.150	4
0.000	8
0.150	3
0.000	8
0.150	3
0.150	4
0.000	8
0.150	3
0.000	4
0.150	3
0.000	8
0.150	11
0.000	4
0.150	3
0.150	3
0.150	4
0.000	8
0.300	6
0.150	3
0.150	3
0.000	11
0.000	8
0.000	6
0.300	8
0.150	8
0.150	8
0.000	4
0.150	5
0.000	8
0.150	4
0.150	4
0.000	6
0.150	5
0.000	8
0.150	3
0.000	11
0.150	8
0.000	4
0.150	3
0.150	11
0.000	4
0.150	4
0.150	4
0.150	4
0.150	11
0.000	4
0.150	3
0.000	8
0.150	3
0.150	4
0.000	6
0.150	3
0.000	4
0.000	6
0.150	3
0.150	4
0.000	6
0.150	3
0.150	4
0.000	8
0.000	6
0.150	3
0.150	4
0.000	6
0.300	5
0.000	3
0.000	4
0.000	6
0.150	4
0.000	8
0.000	6
0.150	4
0.150	4
0.150	4
0.150	4
0.000	6
