id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
1,648.122,471.12,607.851,476.25,648.585,416.323,607.764,421.695
3,391.611,392.595,349.878,392.506,392.871,352.614,350.893,350.714
4,334.79,350.734,333.545,393.027,287.744,348.672,286.413,393.144
0,713.984,405.02,671.695,406.022,714.491,346.819,671.839,344.69
2,466.153,310.904,427.09,307.218,467.647,270.876,428.588,265.534
