0.0	5	34
0.3666	1	15
0.6836	3	23
1.0086	2	26
1.6282	5	50
1.9468	7	35
2.2496	6	42
2.6018	5	13
2.9164	2	20
3.2285	3	29
3.5204	1	18
3.8515	5	24
4.2065	7	20
4.5765	5	40
-1	0	0
