0.3955	5	17
0.9375	5	21
1.4503	5	20
1.9076	5	13
2.0377	5	4
2.5127	5	7
3.0026	5	12
3.4257	5	8
3.8149	5	8
4.214	5	8
4.5987	5	13
-1	0	0
