0.1592	5	20
0.5084	5	29
0.8173	5	21
1.025	5	20
1.3444	5	23
1.5363	5	13
1.8545	5	53
2.226	5	17
2.6247	5	53
2.6248	6	67
3.1221	5	13
3.2937	6	59
3.6475	5	17
3.6476	6	33
4.0087	6	29
4.3381	6	25
4.6888	5	10
4.689	6	26
-1	0	0
