id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
1,653.69,423.651,614.211,430.424,652,373,610.56,376.508
4,332.703,326.833,335.28,369.12,285.459,327.882,288.544,371.825
3,393.264,365.278,351.688,367.559,390.863,325.257,348.729,326.008
0,715.14,352.005,672.915,355.288,712.008,293.906,669.31,293.706
2,461.203,278.039,421.572,277.004,459.242,237.74,419.182,234.556
