0.221649,0.693098,0.754457,0.130031,-0.0699427,-0.568659,0.819594
-0.279808,0.772169,0.924536,0.128486,-0.0458182,0.403425,-0.913865
-0.409032,0.570733,0.824651,0.138087,0.0116565,-0.0469546,-0.998829
0.0430665,0.374719,0.574746,0.175795,-0.0330126,-0.253537,0.966762
0.353047,0.650564,0.880148,0.13257,0.0553407,-0.536786,0.841901
-0.294361,0.747445,0.914417,0.12678,-0.0272911,0.409354,-0.911967
0.170813,0.721855,0.785081,0.125713,0.0500438,-0.554253,0.830842
0.356944,0.338299,0.649262,0.15859,-0.062679,0.170548,-0.983354
0.229316,0.324368,0.572874,0.140322,-0.0102687,0.367229,-0.930074
0.337822,0.804911,0.965658,0.153897,0.0185716,0.606843,-0.794604
0.232017,0.70726,0.776987,0.126758,0.0873987,0.548167,-0.83179
-0.298518,0.757274,0.917445,0.131428,-0.000285557,-0.376089,0.926583
-0.404504,0.59286,0.849849,0.125941,-0.178139,0.115887,-0.977157
0.234372,0.354104,0.578132,0.135739,-0.0636722,-0.331334,0.941363
0.353775,0.612834,0.858927,0.145556,0.00717342,-0.44513,0.895437
-0.253467,0.729422,0.901151,0.135978,0.0861179,-0.46595,0.88061
-0.125656,0.61609,0.745733,0.132995,-0.0778189,0.539952,-0.838091
0.246301,0.684749,0.753913,0.126434,0.141119,0.523395,-0.840323
0.0123477,0.68274,0.811548,0.191135,0.010023,0.657737,-0.753181
0.00122509,0.320158,0.563945,0.191675,6.34851e-05,-0.219787,0.975548
0.0468361,0.676573,0.739917,0.201362,0.021279,0.535912,-0.844006
0.0523331,0.703112,0.828153,0.135065,0.0106558,-0.0163699,-0.999809
-0.143304,0.712143,0.835664,0.150446,-0.00853266,0.0104466,-0.999909
0.0431625,0.349025,0.578954,0.183775,-0.0268044,-0.222582,0.974545
-0.113959,0.608001,0.751843,0.131766,-0.212178,0.465437,-0.859272
0.237513,0.707395,0.776052,0.130829,0.141863,0.563318,-0.81397
0.345957,0.779806,0.950231,0.128071,0.00961669,0.613879,-0.789342
-0.312023,0.768355,0.924262,0.126757,0.0324014,-0.36405,0.930816
-0.399371,0.587002,0.840145,0.12608,0.0164083,0.0767574,-0.996915
0.557918,0.525237,0.821041,0.13611,-0.0342949,-0.0134779,0.999321
-0.0845922,0.323434,0.559476,0.153138,-0.0447184,0.227168,-0.972828
-0.105231,0.607692,0.736375,0.127195,-0.0442621,0.555074,-0.830622
0.23705,0.682708,0.765503,0.125192,-0.213553,-0.598459,0.772167
0.340067,0.784687,0.950748,0.12984,0.0134351,0.578968,-0.815239
-0.298122,0.774889,0.927554,0.14164,0.0546658,-0.414355,0.908472
-0.392899,0.540586,0.83149,0.125389,0.00985368,0.0467059,-0.99886
0.579676,0.57205,0.837067,0.169144,0.121468,0.0514034,-0.991263
-0.114418,0.346279,0.568274,0.128004,-0.00588523,0.202254,-0.979315
-0.134391,0.63418,0.766969,0.14378,-0.121986,0.601368,-0.789605
0.242637,0.690629,0.771686,0.129199,0.166171,0.438601,-0.883186
0.322516,0.866334,1.00669,0.199814,0.0189572,0.586069,-0.810039
-0.274923,0.787834,0.931205,0.134763,0.0437518,-0.357155,0.93302
-0.427146,0.539466,0.834241,0.128505,-0.0153153,0.00920778,-0.99984
0.583191,0.561167,0.829252,0.151738,0.0800497,-0.0155288,-0.99667
-0.100544,0.323262,0.567004,0.140087,-0.0301709,0.20278,-0.978759
-0.286754,0.754113,0.924861,0.125518,0.0438798,-0.471988,0.880512
-0.116317,0.623213,0.755973,0.128711,-0.134624,0.426513,-0.894406
0.203455,0.723564,0.775928,0.133347,-0.0972722,-0.547708,0.830996
0.352445,0.82291,0.965304,0.156139,0.0163039,-0.45896,0.888308
0.380462,0.51015,0.770458,0.147775,0.43592,0.0646809,-0.897658
