-0.000523522,0.370658,0.581099,0.153444,0.0127187,0.312464,-0.949845
0.51307,0.617997,0.875445,0.175719,0.152924,0.476543,-0.865749
-0.284543,0.769039,0.927067,0.125541,0.00943224,-0.421577,0.906744
0.223585,0.701201,0.760511,0.130424,-0.164273,-0.569742,0.805238
-0.0943431,0.348112,0.570042,0.152908,0.0404847,-0.269216,0.962229
0.343339,0.785755,0.949908,0.146126,0.0117757,-0.625604,0.780052
-0.135529,0.626561,0.75549,0.125422,0.0777782,-0.54519,0.834696
0.23851,0.699285,0.757748,0.12796,-0.0445719,-0.520771,0.852532
-0.27263,0.73801,0.909916,0.131291,-0.0598708,0.413865,-0.908367
-0.425711,0.576387,0.823903,0.144758,-0.0726637,0.0627343,0.995382
-0.115247,0.354638,0.571138,0.14137,-0.0403504,0.248159,-0.967879
0.406075,0.65066,0.877409,0.144264,0.0125011,-0.518386,0.855056
-0.304742,0.752437,0.918207,0.128273,-0.0470037,0.385909,-0.921339
-0.151483,0.586864,0.730935,0.135922,0.0894562,-0.467515,0.879447
0.237202,0.715411,0.775878,0.125078,0.1251,0.562984,-0.816945
0.239722,0.318468,0.563593,0.148232,0.0544843,0.336256,-0.940193
0.35925,0.633794,0.867715,0.142235,-0.0626691,-0.525109,0.848725
-0.269621,0.765519,0.925414,0.132057,-0.0565959,0.450314,-0.891075
-0.15764,0.606682,0.739334,0.141409,0.166755,-0.467289,0.868236
0.229075,0.697991,0.755673,0.134981,0.126725,0.599791,-0.790058
-0.0958096,0.34682,0.568705,0.152035,0.0493422,-0.237004,0.970255
0.350637,0.790733,0.961,0.144663,0.0303505,-0.618524,0.785179
0.15584,0.703358,0.765274,0.130521,0.00163454,0.572814,-0.819684
-0.274915,0.76934,0.918387,0.139648,-0.0387794,0.371104,-0.927781
-0.409673,0.562309,0.821799,0.135204,-0.0949154,0.0477994,0.994337
0.21123,0.329223,0.570324,0.142696,-0.029252,0.364057,-0.930917
0.392321,0.65663,0.876432,0.127555,0.0702742,-0.506231,0.85953
-0.122733,0.613466,0.746236,0.126953,0.0994564,-0.62636,0.773164
0.237851,0.709998,0.782487,0.135461,0.171525,0.564352,-0.807518
-0.286046,0.745689,0.91344,0.140667,-0.0211446,0.403816,-0.914596
-0.352433,0.549738,0.837131,0.125935,-0.00477113,-0.0272229,0.999618
0.0533096,0.338613,0.572093,0.189793,-0.0476273,-0.262759,0.963685
0.399708,0.644523,0.880744,0.135404,0.00998711,-0.500003,0.865966
