timestamp,waist_angle,data_type,marker_id,raw_x,raw_y,z_rgb,z_depth,world_cam_x,world_cam_y,world_cam_z,offset_x,offset_y,offset_z
17:28:58,90.0000,INDIVIDUAL,1,-0.1798,0.0096,1.1968,1.1114,-0.1255,0.0607,1.0385,0.0607,0.1255,1.0385
17:28:58,90.0000,INDIVIDUAL,2,-0.2328,0.0086,1.1630,1.0770,-1.1466,0.0647,1.0631,0.0647,1.1466,1.0631
17:28:58,90.0000,INDIVIDUAL,3,-0.2700,0.0087,1.0720,1.0367,-0.0329,-0.0332,0.9926,-0.0332,0.0329,0.9926
17:28:58,90.0000,AVERAGE,-1,0.0000,0.0000,0.0000,0.0000,-0.4350,0.0308,1.0314,0.0308,0.4350,1.0314
17:29:07,90.0000,INDIVIDUAL,1,-0.1798,0.0096,1.1958,1.1124,-0.1247,0.0608,1.0392,0.0608,0.1247,1.0392
17:29:07,90.0000,INDIVIDUAL,2,-0.2328,0.0086,1.1621,1.0768,-1.1464,0.0647,1.0629,0.0647,1.1464,1.0629
17:29:07,90.0000,INDIVIDUAL,3,-0.2700,0.0087,1.0711,1.0372,-0.0323,-0.0332,0.9929,-0.0332,0.0323,0.9929
17:29:07,90.0000,AVERAGE,-1,0.0000,0.0000,0.0000,0.0000,-0.4345,0.0308,1.0316,0.0308,0.4345,1.0316
