 0.100     3     0     0     0     0     1
 0.450     1     5     0     0     0     1
 0.300     1     0     0     0     0     1
 0.150     3     0     0     0     0     1
 0.150     0     0     0     0     1     1
 0.600     1     0     0     0     0     1
 0.450     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.450     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.100     3     0     0     0     0     1
 0.450     1     5     0     0     0     1
 0.300     1     0     0     0     0     1
 0.150     3     0     0     0     0     1
 0.150     0     0     0     0     1     1
 0.600     1     0     0     0     0     1
 0.450     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.450     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     0     0     0     0     1
