0.09	 1
0.15	 5
0	 3
0.45	 10
0	 5
0	 3
0.6	 1
0	 5
0.3	 3
0.15	 1
0	 5
0	 3
0.45	 5
0.45	 1
0.15	 5
0.15	 10
0.15	 1
0.3	 5
0.15	 10
0.45	 1
0	 11
0.6	 5
0	 3
0.45	 10
0	 5
0	 3
0.6	 1
0	 5
0.45	 5
0	 3
0.45	 5
0.45	 1
0.15	 5
0	 11
0.3	 10
0.75	 1
0	 5
0.45	 3
0.3	 3
0.15	 10
0.6	 1
0.15	 5
0.3	 3
0.3	 3
0.15	 4
0.15	 10
0	 5
0.45	 1
0.15	 5
0.45	 3
0.09	 1
0.15	 5
0	 3
0.45	 10
0	 5
0	 3
0.6	 1
0	 5
0.3	 3
0.15	 1
0	 5
0	 3
0.45	 5
0.45	 1
0.15	 5
0.15	 10
0.15	 1
0.3	 5
0.15	 10
0.45	 1
0	 11
0.6	 5
0	 3
0.45	 10
0	 5
0	 3
0.6	 1
0	 5
0.45	 5
0	 3
0.45	 5
0.45	 1
0.15	 5
0	 11
0.3	 10
0.75	 1
0	 5
0.45	 3
0.3	 3
0.15	 10
0.6	 1
0.15	 5
0.3	 3
0.3	 3
0.15	 4
0.15	 10
0	 5
0.45	 1
0.15	 5
0.45	 3
