Duration,ID,Velocity,Time
0.15,6,56,0.15
0.15,6,58,0.3
0.3,6,52,0.6
0.15000000000000002,6,63,0.75
0.1499999999999999,6,52,0.8999999999999999
0.30000000000000004,6,54,1.2
0.1499999999999999,6,51,1.3499999999999999
0.15000000000000013,6,49,1.5
0.2999999999999998,6,48,1.7999999999999998
0.15000000000000013,6,45,1.95
0.15000000000000013,6,46,2.1
0.2999999999999998,6,46,2.4
0.2999999999999998,8,76,2.6999999999999997
0.15000000000000036,8,71,2.85
0.1499999999999999,8,56,3.0
0.2999999999999998,8,68,3.3
0.1499999999999999,8,60,3.4499999999999997
0.1499999999999999,8,74,3.5999999999999996
0.30000000000000027,8,64,3.9
0.1499999999999999,8,74,4.05
0.15000000000000036,8,70,4.2
0.2999999999999998,8,67,4.5
0.14999999999999947,8,73,4.6499999999999995
