id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
4,311.386,255.699,326.163,297.14,264.495,265.307,280.664,308.567
3,382.228,283.128,341.679,293.325,368.943,243.432,327.014,252.307
1,650.753,279.889,613.268,293.015,638.763,228.865,597.909,239.747
2,426.544,179.603,386.2,185.525,413.642,137.013,371.876,141.171
0,697.456,190.627,655.414,200.24,683.044,130.576,638.927,137.186
