-0.0006	4	89
0.9566	4	18
1.1678	4	7
1.358	4	8
1.555	4	9
1.7923	4	9
2.2384	4	8
2.4552	4	6
2.6661	4	8
2.894	4	8
3.1019	4	10
-1	0	0
