0.60	11
12.15	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.50	5
0.00	10
0.05	10
0.55	1
0.00	5
0.00	10
0.05	10
0.05	1
0.00	11
0.05	11
0.45	10
0.05	10
0.25	4
0.10	4
0.15	4
0.05	4
0.15	4
0.15	10
0.05	10
0.25	1
0.10	1
0.10	1
0.10	1
0.00	10
0.05	10
0.25	4
0.10	4
0.10	4
0.05	4
0.05	4
0.05	4
0.10	4
0.05	4
0.05	10
0.05	10
0.25	3
0.10	3
0.15	3
0.05	3
0.30	10
0.05	10
0.25	1
0.10	1
0.10	1
0.10	10
0.00	1
0.05	1
0.00	10
0.15	1
0.10	2
0.45	1
0.15	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	5
0.00	10
0.05	1
0.10	1
0.40	5
0.00	10
0.05	10
0.50	5
0.00	1
0.00	10
0.05	10
10.15	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.20	1
0.30	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.50	1
0.15	1
0.15	1
0.30	1
0.30	4
0.15	4
0.15	4
0.30	4
0.30	3
0.15	3
0.15	3
0.30	3
0.30	6
0.15	6
0.15	6
0.10	6
0.15	6
0.05	6
0.10	6
0.15	2
0.30	2
0.25	2
0.05	2
0.60	1
0.00	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.10	1
0.40	5
0.00	10
0.05	10
0.50	5
0.00	1
0.00	10
0.05	10
9.85	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.15	1
0.30	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.10	1
0.10	1
0.00	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.10	1
0.10	1
0.10	1
0.20	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.10	1
0.10	1
0.00	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.10	1
0.20	1
0.20	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.05	1
0.10	1
0.10	1
0.00	5
0.00	10
0.05	10
0.55	5
0.00	10
0.00	1
0.05	10
0.00	1
0.50	5
0.00	10
0.05	10
0.55	5
0.00	10
0.05	10
0.05	11
