id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
4,287.225,211.619,309.722,252.559,241.457,227.104,266.188,269.46
3,363.793,231.782,324.643,246.767,343.695,192.233,302.424,206.235
1,634.117,188.477,597.546,205.667,615.242,136.592,574.835,152.258
2,391.257,117.016,350.417,128.218,370.173,72.8872,327.478,82.4201
0,670.059,85.299,628.136,99.6056,647.454,22.305,602.438,33.4847
