bpm=100
1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
3	 0.600	 0	 0	 0	 0	 0	 0
3	 0.600	 0	 0	 0	 0	 0	 0
3	 0.600	 0	 0	 0	 0	 0	 0
4	 0.600	 0	 0	 0	 0	 0	 0
4	 0.600	 0	 0	 0	 0	 0	 0
4	 0.600	 0	 0	 0	 0	 0	 0
5	 0.600	 0	 0	 0	 0	 0	 0
5	 0.600	 0	 0	 0	 0	 0	 0
5	 0.600	 0	 0	 0	 0	 0	 0
5	 0.400	 1	 0	 5	 0	 0	 1
6	 0.400	 0	 5	 0	 5	 1	 1
6	 0.400	 5	 0	 5	 0	 0	 1
6	 0.400	 0	 1	 0	 5	 0	 1
6	 0.400	 0	 5	 0	 5	 0	 1
6	 0.400	 3	 0	 5	 0	 0	 1
7	 0.400	 2	 0	 5	 0	 0	 1
7	 0.400	 7	 0	 5	 0	 0	 1
7	 0.450	 0	 4	 0	 5	 0	 1
7	 0.450	 6	 0	 5	 0	 0	 1
7	 0.100	 3	 0	 5	 0	 0	 1
7	 0.300	 3	 6	 5	 5	 0	 1
8	 0.300	 0	 1	 0	 5	 0	 1
8	 0.300	 1	 0	 5	 0	 0	 1
8	 0.150	 0	 1	 0	 5	 0	 1
8	 0.450	 1	 0	 5	 0	 0	 1
8	 0.150	 0	 1	 0	 5	 0	 1
8	 0.150	 8	 5	 5	 5	 1	 1
8	 0.300	 5	 0	 5	 0	 0	 1
8	 0.150	 0	 1	 0	 5	 0	 1
8	 0.300	 5	 1	 5	 5	 0	 1
8	 0.150	 1	 0	 5	 0	 0	 1
9	 0.150	 0	 5	 0	 5	 0	 1
9	 0.150	 0	 0	 0	 0	 1	 1
9	 0.300	 5	 1	 5	 5	 0	 1
9	 0.150	 1	 0	 5	 0	 0	 1
9	 0.300	 0	 1	 0	 5	 0	 0
9	 0.150	 0	 5	 0	 5	 0	 0
9	 0.300	 5	 0	 5	 0	 1	 0
9	 0.300	 5	 1	 5	 5	 0	 0
9	 0.450	 5	 1	 5	 5	 0	 0
10	 0.300	 5	 1	 5	 5	 0	 0
10	 0.150	 1	 0	 5	 0	 0	 0
10	 0.300	 5	 1	 5	 5	 0	 0
10	 0.300	 1	 0	 5	 0	 0	 0
10	 0.150	 8	 1	 5	 5	 0	 0
10	 0.150	 0	 5	 0	 5	 0	 0
10	 0.150	 0	 0	 0	 0	 1	 0
10	 0.150	 0	 5	 0	 5	 0	 0
10	 0.300	 0	 1	 0	 5	 0	 0
10	 0.300	 5	 1	 5	 5	 0	 0
11	 0.450	 0	 0	 0	 0	 1	 0
11	 0.300	 5	 1	 5	 5	 0	 0
11	 0.150	 1	 0	 5	 0	 0	 0
11	 0.300	 5	 1	 5	 5	 0	 0
11	 0.300	 5	 1	 5	 5	 0	 0
11	 0.150	 0	 0	 0	 0	 1	 0
11	 0.300	 5	 1	 5	 5	 0	 0
12	 0.450	 5	 1	 5	 5	 0	 0
12	 0.300	 5	 1	 5	 5	 0	 0
12	 0.300	 0	 4	 0	 5	 1	 0
12	 0.150	 5	 1	 5	 5	 0	 0
12	 0.300	 5	 0	 5	 0	 0	 0
12	 0.150	 5	 1	 5	 5	 0	 0
12	 0.300	 5	 1	 5	 5	 0	 0
12	 0.300	 0	 0	 0	 0	 1	 0
13	 0.150	 0	 5	 0	 5	 0	 0
13	 0.100	 3	 0	 5	 0	 0	 0
13	 0.300	 3	 6	 5	 5	 0	 0
13	 0.300	 0	 1	 0	 5	 0	 0
13	 0.300	 1	 0	 5	 0	 0	 0
13	 0.150	 0	 1	 0	 5	 0	 0
13	 0.450	 1	 0	 5	 0	 0	 0
13	 0.150	 0	 1	 0	 5	 0	 0
13	 0.150	 8	 5	 5	 5	 1	 0
13	 0.300	 5	 0	 5	 0	 0	 0
14	 0.150	 0	 1	 0	 5	 0	 0
14	 0.300	 5	 1	 5	 5	 0	 0
