0	 1.000	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
<<<<<<< HEAD
0	 0.600	 1	 1	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 4	 4	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 5	 5	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 5	 5	 5	 5	 0	 1
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 2
0	 0.600	 0	 0	 0	 0	 0	 2
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.150	 0	 0	 0	 0	 0	 2
0	 0.150	 0	 0	 0	 0	 0	 2
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 1	 1	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 8	 8	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 1	 1	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 2	 2	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 3	 3	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 2	 2	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 7	 7	 5	 5	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 6	 6	 5	 5	 0	 0
=======
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 5	 0	 5	 0	 1	 1
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 1	 5	 5	 0	 1
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 0	 5	 0	 1	 0
1	 0.300	 5	 0	 3	 0	 0	 0
1	 0.150	 5	 0	 3	 0	 0	 0
1	 0.300	 5	 1	 5	 5	 0	 1
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 0	 5	 0	 1	 1
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 1	 5	 5	 0	 1
1	 0.300	 5	 0	 3	 0	 0	 0
2	 0.300	 5	 0	 5	 0	 1	 0
2	 0.300	 5	 0	 3	 0	 0	 0
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 1	 5	 5	 0	 1
1	 0.300	 5	 0	 3	 0	 0	 1
>>>>>>> c188677aa07bb56b8cfeaf43760227a63619b070
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
-1	 0.600	 0	 0	 0	 0	 0	 0
