1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.120	 3	 0	 5	 0	 0	 1
1	 0.150	 0	 3	 0	 5	 0	 1
1	 0.450	 0	 1	 0	 5	 0	 1
1	 0.150	 1	 0	 5	 0	 0	 1
1	 0.450	 3	 1	 5	 5	 0	 1
1	 0.600	 0	 0	 0	 0	 0	 0
1	 0.150	 3	 1	 5	 5	 0	 1
1	 0.300	 3	 0	 5	 0	 0	 1
2	 0.150	 0	 3	 0	 5	 0	 1
2	 0.150	 3	 0	 5	 0	 0	 1
2	 0.450	 6	 0	 5	 0	 1	 1
2	 0.300	 0	 4	 0	 5	 1	 1
2	 0.600	 0	 0	 0	 0	 0	 0
2	 0.600	 0	 0	 0	 0	 0	 0
3	 0.450	 6	 0	 5	 0	 1	 1
3	 0.600	 0	 0	 0	 0	 0	 0
3	 0.450	 3	 6	 5	 5	 1	 1
3	 0.600	 0	 0	 0	 0	 0	 0
4	 0.450	 0	 6	 0	 5	 0	 1
4	 0.600	 0	 0	 0	 0	 0	 0
4	 0.450	 6	 0	 5	 0	 0	 1
4	 0.300	 0	 6	 0	 5	 1	 1
4	 0.450	 6	 0	 5	 0	 0	 1
5	 0.300	 0	 6	 0	 5	 0	 1
5	 0.600	 0	 0	 0	 0	 0	 0
5	 0.450	 0	 6	 0	 5	 1	 1
5	 0.450	 6	 0	 5	 0	 0	 1
6	 0.600	 0	 0	 0	 0	 0	 0
6	 0.450	 3	 6	 5	 5	 0	 1
6	 0.120	 3	 0	 5	 0	 0	 1
6	 0.150	 0	 3	 0	 5	 0	 1
6	 0.450	 0	 1	 0	 5	 0	 1
6	 0.150	 1	 0	 5	 0	 0	 1
6	 0.450	 3	 1	 5	 5	 0	 1
7	 0.600	 0	 0	 0	 0	 0	 0
7	 0.150	 3	 1	 5	 5	 0	 1
7	 0.300	 3	 0	 5	 0	 0	 1
7	 0.150	 0	 3	 0	 5	 0	 1
7	 0.150	 3	 0	 5	 0	 0	 1
7	 0.450	 6	 0	 5	 0	 1	 1
7	 0.300	 0	 4	 0	 5	 1	 1
8	 0.600	 0	 0	 0	 0	 0	 0
8	 0.600	 0	 0	 0	 0	 0	 0
8	 0.450	 6	 0	 5	 0	 1	 1
8	 0.600	 0	 0	 0	 0	 0	 0
9	 0.450	 3	 6	 5	 5	 1	 1
9	 0.600	 0	 0	 0	 0	 0	 0
9	 0.450	 0	 6	 0	 5	 0	 1
9	 0.600	 0	 0	 0	 0	 0	 0
10	 0.450	 6	 0	 5	 0	 0	 1
10	 0.300	 0	 6	 0	 5	 1	 1
10	 0.450	 6	 0	 5	 0	 0	 1
10	 0.300	 0	 6	 0	 5	 0	 1
10	 0.600	 0	 0	 0	 0	 0	 0
11	 0.450	 0	 6	 0	 5	 1	 1
11	 0.450	 6	 0	 5	 0	 0	 1
11	 0.600	 0	 0	 0	 0	 0	 0
11	 0.450	 3	 6	 5	 5	 0	 1
12	 0.600	 0	 0	 0	 0	 0	 0
-1	 0.600	 1	 1	 1	 1	 1	 1
