00181F1F1F1F1F1F1F1F1F0F070301	001F1F1F1F1F1F1F1F1F1F0F070301	001F1F1F1F1F1F1F1F1F1F0F070301	001F1F1F1F1F1F1F1F1F0F0F070301	001F1F1E1E1E1E1F1F0F0707030301	001C1C1C1C1C1E0E07070703030100	001818181C04000003030303010000	001000000000000000000101000000	000000000000000000000000000000	
0000101F1F1F1F1F1F1F1F0F070301	00001F1F1F1F1F1F1F1F1F0F070301	00001F1F1F1F1F1F1F1F1F0F070301	00001F1F1F1F1F1F1F1F1F0F070301	00001F1F1F1E1F1F1F1F0707030100	00001C1C1C1C1C1E1F070303010100	00001818181C0C0600000101000000	000010100000000000000000000000	000000000000000000000000000000	
000000101F1F1F1F1F1F1F1F0F0701	0000001F1F1F1F0F1F1F1F1F0F0701	0000001F1F1F1F1F1F1F1F1F0F0301	0000001F1F1F1F1F1F1F1F1F070301	0000001F1F1F1F1F1F1F1F0F030100	0000001C1C1E1E1E1E1F0703010000	00000018181C1C1E0F070200000000	000000181808000000000000000000	000000000000000000000000000000	
0000000000101F1F1F1F1F1F0F0703	000000001F1F1F1F1F1F1F1F1F0F03	000000001F1F1F1F1F1F1F1F1F0F03	000000001F1F1F1F1F1F1F1F1F0701	000000001F1F1F1F1F1F1F1F0F0300	000000001E1E1E1E1F1F1F0F030100	00000000181C1C1C1E1F0703000000	0000000018181C0C04000000000000	000000000000000000000000000000	
000000000000101F1F1F1F1F1F0F07	0000000000031F1F1F1F1F1F1F1F07	00000000001F1F1F1F1F1F1F1F1F07	00000000001F1F1F1F1F1F1F1F1F07	00000000001F1F1F1F1F1F1F1F0F01	00000000001E1E1E1F1F1F1F1F0300	0000000000181C1C1E1F1F07030000	000000000018181C1E0E0200000000	000000000018080000000000000000	
00000000000000001B1F1F1F1F1F0F	000000000000031F1F1F1F1F1F1F0F	0000000000001F1F1F1F1F1F1F1F0F	0000000000001F1F1F1F1F1F1F1F0F	0000000000001F1F1F1F1F1F1F1F0F	0000000000001E1E1E1F1F1F1F1F01	0000000000001C1C1C1E1F1F1F0100	00000000000010181C1E1F03000000	000000000000181808000000000000	
000000000000000000191F1F1F1F0F	0000000000000001071F1F1F1F1F1F	000000000000001F1F1F1F1F1F1F1F	000000000000001F1F1F1F1F1F1F1F	000000000000001F1F1F1F1F1F1F1F	000000000000001E1E1F1F1F1F1F1F	000000000000000C1C1E1F1F1F1F01	0000000000000010181E1F1F1B0000	0000000000000000180C0000000000	
00000000000000000000011F1F1F1F	000000000000000001031F1F1F1F1F	00000000000000000F1F1F1F1F1F1F	00000000000000000F1F1F1F1F1F1F	00000000000000000F1F1F1F1F1F1F	00000000000000000E1E1F1F1F1F1F	0000000000000000001C1E1F1F1F1F	000000000000000000181E1F1F1B00	000000000000000000180C00000000	
0000000000000000000000011F1F1F	00000000000000000001031F1F1F1F	000000000000000000071F1F1F1F1F	000000000000000000071F1F1F1F1F	000000000000000000071F1F1F1F1F	000000000000000000061F1F1F1F1F	000000000000000000000C1E1F1F1F	00000000000000000000181E1F1F1C	000000000000000000000004000000	
000000000000000000000000011F1F	000000000000000000000103071F1F	00000000000000000000070F1F1F1F	00000000000000000000070F1F1F1F	00000000000000000000070F1F1F1F	00000000000000000000060F1F1F1F	00000000000000000000000C1E1F1F	0000000000000000000000001E1F1F	000000000000000000000000000000	
00000000000000000000000000011F	00000000000000000000000103071F	0000000000000000000000070F0F1F	0000000000000000000000070F0F1F	0000000000000000000000070F0F1F	000000000000000000000002070F1F	000000000000000000000000041E1F	000000000000000000000000000E1F	000000000000000000000000000000	
000000000000000000000000000001	000000000000000000000000010307	00000000000000000000000003070F	00000000000000000000000003070F	00000000000000000000000003070F	00000000000000000000000002070F	00000000000000000000000000000E	00000000000000000000000000000C	000000000000000000000000000000	
000000000000000000000000000000	000000000000000000000000000103	000000000000000000000000000307	000000000000000000000000000307	000000000000000000000000000307	000000000000000000000000000207	000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	
000000000000000000000000000000	000000000000000000000000000001	000000000000000000000000000003	000000000000000000000000000003	000000000000000000000000000003	000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	
000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	000000000000000000000000000000	
--------------------------------------
0010101F1F1F1F1F1F1F1F0F070301	00101F1F1F1F1F1F1F1F1F0F070301	001F1F1F1F1F1F1F1F1F1F0F0F0701	001F1F1F1F1F1F1F1F1F1F0F070301	001F1F1F1F1F1F1F1F1F0F0F070301	001F1F1E1E1E1E1F1F0F0707030101	001E1C1C1C1C1E1F0F070703030100	001C181C1C1C0E0003030301010000	001818000000000000000000000000	
00000010181F1F1F1F1F1F0F0F0301	0000101F1F1F1F1F1F1F1F1F0F0701	00001F1F1F1F1F1F1F1F1F1F0F0701	00001F1F1F1F1F1F1F1F1F1F0F0301	00001F1F1F1F1F1F1F1F1F0F070301	00001F1F1F1F1F1F1F1F1F07030100	00001E1E1E1E1E1E1F0F0703010100	00001C1C1C1C1E1F07020101000000	0000181C1C0C000000000000000000	
0000000000181F1F1F1F1F1F0F0701	00000000111F1F0F1F1F1F1F0F0703	000000171F1F1F1F1F1F1F1F1F0F03	0000001F1F1F1F1F1F1F1F1F1F0701	0000001F1F1F1F1F1F1F1F1F0F0301	0000001F1F1F1F1F1F1F1F1F070100	0000001E1E1E1E1E1F1F1F07030000	0000001C1C1C1E1E1F1F0703000000	000000181C1C1E1E06000000000000	
000000000000101B1F1F1F1F1F0703	0000000000101F1F1F1F1F1F1F0F07	00000000031F1F1F1F1F1F1F1F0F07	000000001F1F1F1F1F1F1F1F1F1F07	000000001F1F1F1F1F1F1F1F1F0F03	000000001F1F1F1F1F1F1F1F1F0701	000000001E1E1E1F1F1F1F1F0F0100	000000001C1C1E1E1F1F1F07030000	000000001C1C1E1E1F170701000000	
0000000000000000191F1F1F1F0F07	00000000000000131F1F1F1F1F1F0F	000000000001171F1F1F1F1F1F1F0F	00000000001F1F1F1F1F1F1F1F1F0F	00000000001F1F1F1F1F1F1F1F1F0F	00000000001F1F1F1F1F1F1F1F1F0F	00000000001E1E1F1F1F1F1F1F0F01	00000000001C1E1E1E1F1F1F1F0100	00000000001C1C1E1F1F1F17010000	
000000000000000000101F1F1F1F0F	0000000000000000011F1F1F1F1F0F	00000000000001031F1F1F1F1F1F1F	0000000000000F1F1F1F1F1F1F1F1F	0000000000001F1F1F1F1F1F1F1F1F	0000000000001F1F1F1F1F1F1F1F1F	0000000000001E1F1F1F1F1F1F1F0F	0000000000001C1E1E1F1F1F1F1F01	0000000000001C1C1E1F1F1F1F0100	
00000000000000000000001F1F1F0F	000000000000000000011F1F1F1F1F	000000000000000103171F1F1F1F1F	00000000000000070F1F1F1F1F1F1F	000000000000000F1F1F1F1F1F1F1F	000000000000000F1F1F1F1F1F1F1F	000000000000000E1F1F1F1F1F1F1F	000000000000000C1E1F1F1F1F1F1F	000000000000001C1C1E1F1F1F1F00	
0000000000000000000000001F1F1F	00000000000000000000000D1F1F1F	00000000000000000103031F1F1F1F	000000000000000007071F1F1F1F1F	0000000000000000071F1F1F1F1F1F	0000000000000000071F1F1F1F1F1F	0000000000000000071F1F1F1F1F1F	0000000000000000041E1F1F1F1F1F	0000000000000000001C1F1F1F1F1F	
