0.18	 3
0.45	 8
0.15	 10
0	 1
0	 3
0	 8
0	 4
0.6	 5
0.15	 5
0.15	 11
0.3	 1
0	 11
0	 8
0.6	 4
0.15	 3
0.15	 1
0.15	 4
0.15	 3
0	 4
0.15	 3
0.15	 1
0	 3
0.15	 3
0.15	 3
0.15	 3
0	 4
0.3	 3
0	 4
0.15	 1
0.15	 4
0.15	 3
0	 4
0.45	 3
0	 8
0	 4
0.45	 11
0	 4
0.15	 4
0.15	 4
0	 4
0.15	 4
0	 4
0.15	 3
0	 4
0.15	 3
0	 4
0.15	 1
0	 3
0	 11
0	 4
0.15	 6
0.15	 10
0	 1
0	 5
0	 3
0	 11
0	 4
0	 6
0.15	 5
0	 4
0.15	 5
0	 3
0	 4
0.15	 1
0	 5
0	 4
0.15	 5
0	 3
0	 4
0	 4
0.15	 5
0	 4
0.15	 5
0	 3
0	 4
0.15	 5
0	 11
0	 4
0.15	 10
0	 5
0	 3
0	 4
0.3	 5
0	 3
0.15	 1
0	 5
0	 4
0.15	 5
0	 3
0	 11
0.15	 5
0	 3
0	 4
0.15	 5
0	 3
0	 4
0.15	 5
0	 4
0.15	 5
0	 3
0	 4
0.15	 5
0	 4
0.15	 10
0	 5
0	 3
0	 4
0.15	 5
0	 4
0.15	 5
0	 4
0	 6
0.15	 5
0	 4
0.15	 5
0	 3
0	 4
0.15	 5
0	 4
0.15	 10
0	 5
0	 3
0.15	 5
0	 4
0.15	 5
0	 3
0	 4
0.15	 1
0	 5
0	 4
0.15	 5
0	 3
0	 4
0.15	 5
0	 11
0	 4
0.15	 5
0	 3
0	 4
0.15	 5
0	 4
0.15	 5
0	 4
0	 4
0.15	 10
0	 5
0	 3
0	 4
