time,note,velocity
0.3,42,17
0.8999999999999999,42,21
1.5,42,20
1.7999999999999998,42,13
2.1,42,4
2.4,42,7
3.0,42,12
3.3,42,8
3.9,42,8
4.2,42,8
4.5,42,13
