time,note,velocity
0.3,42,20
0.6,42,29
0.8999999999999999,42,21
0.8999999999999999,42,20
1.2,42,23
1.5,42,13
1.7999999999999998,42,53
2.1,42,17
2.6999999999999997,42,53
2.6999999999999997,51,67
3.0,42,13
3.3,51,59
3.5999999999999996,42,17
3.5999999999999996,51,33
3.9,51,29
4.2,51,25
4.8,42,10
4.8,51,26
