time,note,velocity
0.0,42,13
0.3,41,14
0.8999999999999999,42,19
1.5,42,29
2.1,42,10
2.6999999999999997,42,20
3.0,42,16
3.5999999999999996,42,16
4.2,42,18
4.8,42,14
