27.7627,8,0.174533,0
27.7632,8,0.174533,0
27.7683,8,0.174533,0
27.7733,8,0.174533,0
27.7783,8,0.174533,0
27.7834,8,0.174533,0
27.7884,8,0.174533,0
27.7934,8,0.174533,0
27.7985,8,0.174533,0
27.8035,8,0.174533,0
27.8086,8,0.174533,0
27.8136,8,0.174533,0
27.8186,8,0.174533,0
27.8237,8,0.174533,0
27.8288,8,0.174533,0
27.8339,8,0.174533,0
27.839,8,0.174533,0
27.8441,8,0.174533,0
27.8492,8,0.174533,0
27.8543,8,0.174533,0
27.8594,8,0.174533,0
27.8645,8,0.174533,0
27.8696,8,0.174533,0
27.8747,8,0.174533,0
27.8798,8,0.174533,0
27.8848,8,0.174533,0
27.8899,8,0.174533,0
27.895,8,0.174533,0
27.9001,8,0.174533,0
27.9052,8,0.174533,0
27.9103,8,0.174533,0
27.9154,8,0.174533,0
27.9205,8,0.174533,0
27.9256,8,0.174533,0
27.9307,8,0.174533,0
27.9356,8,0.174533,0
27.9406,8,0.174533,0
27.9457,8,0.174533,0
27.9508,8,0.174533,0
27.9559,8,0.174533,0
27.961,8,0.174533,0
27.966,8,0.174533,0
27.9711,8,0.174533,0
27.9762,8,0.174533,0
27.9813,8,0.174533,0
27.9864,8,0.174533,0
27.9915,8,0.174533,0
27.9965,8,0.174533,0
28.0016,8,0.174533,0
28.0067,8,0.174533,0
28.0118,8,0.174533,0
28.0169,8,0.174533,0
28.022,8,0.174533,0
28.027,8,0.174533,0
28.0321,8,0.174533,0
28.0372,8,0.174533,0
28.0423,8,0.174533,0
28.0474,8,0.174533,0
28.0525,8,0.174533,0
28.0575,8,0.174533,0
28.0625,8,0.174533,0
28.0675,8,0.174533,0
28.0726,8,0.174533,0
28.0777,8,0.174533,0
28.0827,8,0.174533,0
28.0878,8,0.174533,0
28.0929,8,0.174533,0
28.0979,8,0.174533,0
28.103,8,0.174533,0
28.108,8,0.174533,0
28.1131,8,0.174533,0
28.1182,8,0.174533,0
28.1233,8,0.174533,0
28.1283,8,0.174533,0
28.1333,8,0.174533,0
28.1383,8,0.174533,0
28.1434,8,0.174533,0
28.1484,8,0.174533,0
28.1535,8,0.174533,0
28.1585,8,0.174533,0
28.1636,8,0.174533,0
28.1686,8,0.174533,0
28.1737,8,0.174533,0
28.1788,8,0.174533,0
28.1839,8,0.174533,0
28.189,8,0.174533,0
28.1941,8,0.174533,0
28.1991,8,0.174533,0
28.2041,8,0.174533,0
28.2092,8,0.174533,0
28.2143,8,0.174533,0
28.2193,8,0.174533,0
28.2244,8,0.174533,0
28.2295,8,0.174533,0
28.2346,8,0.174533,0
28.2397,8,0.174533,0
28.2448,8,0.174533,0
28.2498,8,0.174533,0
28.2549,8,0.174533,0
28.2599,8,0.174533,0
28.265,8,0.174533,0
28.27,8,0.174533,0
28.275,8,0.174533,0
28.2801,8,0.174533,0
28.2852,8,0.174533,0
28.2902,8,0.174533,0
28.2953,8,0.174533,0
28.3003,8,0.174533,0
28.3053,8,0.174533,0
28.3104,8,0.174533,0
28.3155,8,0.174533,0
28.3206,8,0.174533,0
28.3256,8,0.174533,0
28.3308,8,0.174533,0
28.3359,8,0.174533,0
28.3409,8,0.174533,0
28.346,8,0.174533,0
28.351,8,0.174533,0
28.3561,8,0.174533,0
28.3612,8,0.174533,0
28.3662,8,0.174533,0
28.3712,8,0.174533,0
28.3763,8,0.174533,0
28.3814,8,0.174533,0
28.3864,8,0.174533,0
