id,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y
1,656.103,376.766,617.286,385.877,651.187,326.201,609.637,332.326
4,328.072,303.675,334.623,345.482,280.863,307.232,288.324,351.313
3,392.037,338.573,351.085,343.544,386.148,298.541,344.369,301.873
0,712.978,299.936,670.861,305.334,706.552,241.764,663.088,243.346
2,452.745,246.029,412.966,247.173,447.457,204.798,406.849,203.981
