0.0	1
0.137	1
0.164	1
0.285	1
0.245	4
0.164	4
0.181	4
0.294	4
0.184	3
0.182	3
0.148	3
0.31	3
0.248	6
0.145	6
0.209	6
0.261	6
0.275	2
0.318	2
0.295	2
0.332	2
