 1.650     4     0     0     0     0     1
 0.150     4     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.300     1     0     0     0     0     1
 0.150     5     8     0     0     1     1
 0.150     5     0     0     0     0     1
 0.150     5     6     0     0     0     1
 0.150     5     0     0     0     1     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     6     0     0     1     1
 0.150     5     6     0     0     0     1
 0.150     5     6     0     0     1     1
 0.150     5     6     0     0     0     1
 0.150     5     6     0     0     0     1
 0.150     5     5     0     0     0     1
 0.150     1     5     0     0     0     1
 0.150     5     0     0     0     0     1
 0.150     5     6     0     0     0     1
 0.150     5     6     0     0     0     1
